,carrier,distance,travel_time,segment,betweenness,shape
486,Mesa Airlines Inc.,345,10274,"('IAD', 'YYZ')",0.00443181850737479,"[[-77.45580292, 38.94449997], [-79.6305999756, 43.6772003174]]"
487,Mesa Airlines Inc.,952,2895,"('IAH', 'ACA')",0.0005110920707795244,"[[-95.3414001465, 29.9843997955], [-99.7539978027, 16.7570991516]]"
488,ExpressJet Airlines Inc.,716,7479,"('IAH', 'AGU')",0.0009685408140160756,"[[-95.3414001465, 29.9843997955], [-102.318000793, 21.7056007385]]"
489,Air New Zealand,7415,0,"('IAH', 'AKL')",0.0028498943129478716,"[[-95.3414001465, 29.9843997955], [174.792007446, -37.0080986023]]"
490,United Air Lines Inc.,2020,1958,"('IAH', 'AUA')",0.0007781723887050365,"[[-95.3414001465, 29.9843997955], [-70.0151977539, 12.5013999939]]"
491,Mesa Airlines Inc.,728,16196,"('IAH', 'BJX')",0.0005408742336391753,"[[-95.3414001465, 29.9843997955], [-101.481002808, 20.9934997559]]"
492,United Air Lines Inc.,2127,1442,"('IAH', 'BON')",0.0004695206943798265,"[[-95.3414001465, 29.9843997955], [-68.2685012817, 12.1309995651]]"
493,United Air Lines Inc.,965,8365,"('IAH', 'BZE')",0.0003889740306924943,"[[-95.3414001465, 29.9843997955], [-88.3081970215, 17.539100647]]"
494,Sky Lease Cargo,7018,795,"('IAH', 'CAI')",0.000593960188755545,"[[-95.3414001465, 29.9843997955], [31.4055995941, 30.1219005585]]"
495,ExpressJet Airlines Inc.,647,3715,"('IAH', 'CUU')",0.0013752845884317003,"[[-95.3414001465, 29.9843997955], [-105.964996338, 28.7028999329]]"
496,United Air Lines Inc.,837,4350,"('IAH', 'CZM')",0.00035027305624236397,"[[-95.3414001465, 29.9843997955], [-86.9255981445, 20.5223999023]]"
497,Qatar Airways (Q.C.S.C),8045,0,"('IAH', 'DOH')",0.0003515888484634168,"[[-95.3414001465, 29.9843997955], [51.608056, 25.273056]]"
498,Emirates,8165,0,"('IAH', 'DXB')",0.0003560152481523781,"[[-95.3414001465, 29.9843997955], [55.3643989563, 25.2527999878]]"
499,United Air Lines Inc.,5062,18393,"('IAH', 'EZE')",0.0004234219323375881,"[[-95.3414001465, 29.9843997955], [-58.5358, -34.8222]]"
500,United Air Lines Inc.,1145,5333,"('IAH', 'GCM')",0.0006234604441514914,"[[-95.3414001465, 29.9843997955], [-81.3576965332, 19.2928009033]]"
501,United Air Lines Inc.,5016,19023,"('IAH', 'GIG')",0.0003822430558123838,"[[-95.3414001465, 29.9843997955], [-43.2505569458, -22.8099994659]]"
502,United Air Lines Inc.,4901,18624,"('IAH', 'GRU')",0.00036068735434205456,"[[-95.3414001465, 29.9843997955], [-46.4730567932, -23.4355564117]]"
503,United Air Lines Inc.,1103,13828,"('IAH', 'GUA')",0.0005792875729231671,"[[-95.3414001465, 29.9843997955], [-90.5274963379, 14.5832996368]]"
504,United Air Lines Inc.,934,786,"('IAH', 'HAV')",0.0006340799659127639,"[[-95.3414001465, 29.9843997955], [-82.4091033936, 22.989200592]]"
505,National Air Cargo Group Inc d/ba National Airlines,5185,587,"('IAH', 'HHN')",0.000686184226198663,"[[-95.3414001465, 29.9843997955], [7.26388978958, 49.9486999512]]"
506,Mesa Airlines Inc.,979,777,"('IAH', 'HUX')",0.0005552148744136118,"[[-95.3414001465, 29.9843997955], [-96.2626037598, 15.7753000259]]"
507,Volga-Dnepr Airlines,3863,0,"('IAH', 'KEF')",0.0009847939026853608,"[[-95.3414001465, 29.9843997955], [-22.6056003571, 63.9850006104]]"
508,Flying Service N.V.,5023,0,"('IAH', 'LBG')",0.0006706418418823387,"[[-95.3414001465, 29.9843997955], [2.44139003754, 48.9693984985]]"
509,AirBridgeCargo Airlines Limited,5091,0,"('IAH', 'LGG')",0.0008132255794212166,"[[-95.3414001465, 29.9843997955], [5.44322013855, 50.6374015808]]"
510,VistaJet Limited,5006,0,"('IAH', 'MAD')",0.00044721769370481275,"[[-95.3414001465, 29.9843997955], [-3.56676, 40.4936]]"
511,United Air Lines Inc.,717,2707,"('IAH', 'MID')",0.00048728467216627283,"[[-95.3414001465, 29.9843997955], [-89.657699585, 20.9370002747]]"
512,ExpressJet Airlines Inc.,783,4058,"('IAH', 'MLM')",0.0005292087679926051,"[[-95.3414001465, 29.9843997955], [-101.025001526, 19.849899292]]"
513,Mesa Airlines Inc.,712,11584,"('IAH', 'QRO')",0.001236863667109205,"[[-95.3414001465, 29.9843997955], [-100.185997009, 20.6173000336]]"
514,United Air Lines Inc.,1207,13439,"('IAH', 'SAL')",0.0004718072089860623,"[[-95.3414001465, 29.9843997955], [-89.0557022095, 13.4408998489]]"
515,United Air Lines Inc.,1552,22654,"('IAH', 'SJO')",0.0005684596330291136,"[[-95.3414001465, 29.9843997955], [-84.2088012695, 9.99386024475]]"
516,ExpressJet Airlines Inc.,635,7268,"('IAH', 'SLP')",0.0013166447370097346,"[[-95.3414001465, 29.9843997955], [-100.930999756, 22.2542991638]]"
517,AeroLogic GmbH,4844,0,"('IAH', 'SVG')",0.0019361766517827209,"[[-95.3414001465, 29.9843997955], [5.6377801895, 58.876701354]]"
518,United Air Lines Inc.,4851,767,"('IAH', 'VCP')",0.0007643864489714955,"[[-95.3414001465, 29.9843997955], [-47.1344985962, -23.0074005127]]"
519,United Air Lines Inc.,1854,7943,"('IAH', 'YEG')",0.0010896733212314965,"[[-95.3414001465, 29.9843997955], [-113.580001831, 53.3097000122]]"
520,Jazz Aviation LP,1634,0,"('IAH', 'YQL')",0.0023894862604540022,"[[-95.3414001465, 29.9843997955], [-112.800003052, 49.6302986145]]"
521,Jazz Aviation LP,1492,0,"('IAH', 'YQR')",0.0005358145171471287,"[[-95.3414001465, 29.9843997955], [-104.666000366, 50.4319000244]]"
522,Volga-Dnepr Airlines,2500,0,"('IAH', 'YQX')",0.000450467579664307,"[[-95.3414001465, 29.9843997955], [-54.5680999756, 48.9369010925]]"
523,United Air Lines Inc.,1748,16569,"('IAH', 'YYC')",0.0017576271957476402,"[[-95.3414001465, 29.9843997955], [-114.019996643, 51.113899231]]"
524,Korean Air Lines Co. Ltd.,2001,0,"('ICN', 'GUM')",0.003930111891945142,"[[126.450996399, 37.4691009521], [144.796005249, 13.4834003448]]"
525,Korean Air Lines Co. Ltd.,6958,0,"('ICN', 'IAD')",0.0009078500135045123,"[[126.450996399, 37.4691009521], [-77.45580292, 38.94449997]]"
526,Federal Express Corporation,1159,2784,"('ICT', 'TIJ')",0.00022395477408933514,"[[-97.4330978394, 37.6498985291], [-116.970001221, 32.5410995483]]"
527,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,596,116,"('ILM', 'BIM')",0.00021517871628447586,"[[-77.9026031494, 34.2705993652], [-79.2647018433, 25.6998996735]]"
528,Delta Air Lines Inc.,4191,14710,"('IND', 'CDG')",0.00012842807154844985,"[[-86.2944030762, 39.717300415], [2.54999995232, 49.0127983093]]"
529,"Comlux Malta, Ltd.",3989,0,"('IND', 'FAB')",0.00019178947280064248,"[[-86.2944030762, 39.717300415], [-0.776332974434, 51.2757987976]]"
530,Miami Air International,1545,220,"('IND', 'MBJ')",0.0002587189552298918,"[[-86.2944030762, 39.717300415], [-77.9133987427, 18.5037002563]]"
531,Miami Air International,2093,280,"('IND', 'SKB')",0.00017017995499282732,"[[-86.2944030762, 39.717300415], [-62.7187004089, 17.3111991882]]"
532,Federal Express Corporation,4011,7963,"('IND', 'STN')",0.00012250130894765038,"[[-86.2944030762, 39.717300415], [0.234999999404, 51.8849983215]]"
533,Federal Express Corporation,746,2143,"('IND', 'YMX')",0.0001287462860878513,"[[-86.2944030762, 39.717300415], [-74.0386962891, 45.6795005798]]"
534,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",884,143,"('IND', 'YWG')",0.00019409246990826403,"[[-86.2944030762, 39.717300415], [-97.2398986816, 49.9099998474]]"
535,Miami Air International,352,70,"('IND', 'YXU')",0.00026009217961816996,"[[-86.2944030762, 39.717300415], [-81.1539, 43.035599]]"
536,Chartright Air Inc.,782,0,"('INT', 'NAS')",0.000879832283944764,"[[-80.2220001221, 36.1337013245], [-77.4662017822, 25.0389995575]]"
537,Volga-Dnepr Airlines,4217,0,"('ISO', 'LYS')",0.002214568241698112,"[[-77.6088027954, 35.331401825], [5.09082984924, 45.726398468]]"
538,VistaJet Limited,4987,0,"('ISP', 'JMK')",0.00013781397240796985,"[[-73.10019684, 40.79520035], [25.3481006622, 37.4351005554]]"
539,Turk Hava Yollari A.O.,5240,0,"('IST', 'IAD')",0.000353211534973673,"[[28.8145999908, 40.9768981934], [-77.45580292, 38.94449997]]"
540,Turk Hava Yollari A.O.,6388,0,"('IST', 'IAH')",0.00036661633165332893,"[[28.8145999908, 40.9768981934], [-95.3414001465, 29.9843997955]]"
541,JetBlue Airways,918,135,"('JAX', 'KIN')",0.0001785066320044453,"[[-81.6878967285, 30.4941005707], [-76.7874984741, 17.9356994629]]"
542,Chartright Air Inc.,367,0,"('JAX', 'TCB')",0.0003514503964123019,"[[-81.6878967285, 30.4941005707], [-77.3912963867, 26.745300293]]"
543,Sky Lease Cargo,5726,694,"('JFK', 'ADJ')",0.0023894862604540022,"[[-73.77890015, 40.63980103], [35.9916000366, 31.972700119]]"
544,Delta Air Lines Inc.,3658,13487,"('JFK', 'AGP')",0.0018610731208248508,"[[-73.77890015, 40.63980103], [-4.49911022186, 36.6749000549]]"
545,Air Atlanta Icelandic,4035,0,"('JFK', 'ALG')",0.0023894862604540022,"[[-73.77890015, 40.63980103], [3.21540999413, 36.6910018921]]"
546,Alia-(The) Royal Jordanian,5738,0,"('JFK', 'AMM')",0.001064885254086589,"[[-73.77890015, 40.63980103], [35.9931983948, 31.7226009369]]"
547,American Airlines Inc.,1770,6901,"('JFK', 'ANU')",0.0008453532642910369,"[[-73.77890015, 40.63980103], [-61.792702, 17.1367]]"
548,Norwegian Air Shuttle ASA,3920,0,"('JFK', 'ARN')",0.0006190689616111652,"[[-73.77890015, 40.63980103], [17.9186000824, 59.6519012451]]"
549,Delta Air Lines Inc.,4941,34507,"('JFK', 'ATH')",0.0007807178384622436,"[[-73.77890015, 40.63980103], [23.9444999695, 37.9364013672]]"
550,JetBlue Airways,1951,15293,"('JFK', 'AUA')",0.0010933571200702746,"[[-73.77890015, 40.63980103], [-70.0151977539, 12.5013999939]]"
551,Etihad Airways,6867,0,"('JFK', 'AUH')",0.0006799780137083823,"[[-73.77890015, 40.63980103], [54.6511001587, 24.4330005646]]"
552,JetBlue Airways,762,7936,"('JFK', 'BDA')",0.0011098157246964412,"[[-73.77890015, 40.63980103], [-64.6787033081, 32.3639984131]]"
553,Air Serbia,4511,0,"('JFK', 'BEG')",0.0023894862604540022,"[[-73.77890015, 40.63980103], [20.3090991974, 44.8184013367]]"
554,National Air Cargo Group Inc d/ba National Airlines,5617,616,"('JFK', 'BEY')",0.0013116009577433805,"[[-73.77890015, 40.63980103], [35.4883995056, 33.8208999634]]"
555,JetBlue Airways,2086,9573,"('JFK', 'BGI')",0.0007696674563120708,"[[-73.77890015, 40.63980103], [-59.4925003052, 13.0746002197]]"
556,Aerovias Nacl De Colombia,2473,0,"('JFK', 'BOG')",0.0006096047920766093,"[[-73.77890015, 40.63980103], [-74.1469, 4.70159]]"
557,Polskie Linie Lotnicze,4371,0,"('JFK', 'BUD')",0.0009674339532982038,"[[-73.77890015, 40.63980103], [19.2555999756, 47.4369010925]]"
558,Egyptair,5615,0,"('JFK', 'CAI')",0.0008642766708776737,"[[-73.77890015, 40.63980103], [31.4055995941, 30.1219005585]]"
559,China Southern Airlines,8000,0,"('JFK', 'CAN')",0.0010951306988665143,"[[-73.77890015, 40.63980103], [113.299003601, 23.3924007416]]"
560,Hainan Airlines Company Limited,7589,0,"('JFK', 'CKG')",0.001267943797777603,"[[-73.77890015, 40.63980103], [106.641998291, 29.7192001343]]"
561,Royal Air Maroc,3609,0,"('JFK', 'CMN')",0.0009290467868198268,"[[-73.77890015, 40.63980103], [-7.58997011185, 33.3675003052]]"
562,American Airlines Inc.,4568,686,"('JFK', 'CNF')",0.0008904269936048111,"[[-73.77890015, 40.63980103], [-43.9719429016, -19.6244430542]]"
563,Delta Air Lines Inc.,3856,13218,"('JFK', 'CPH')",0.0005374966700187399,"[[-73.77890015, 40.63980103], [12.6560001373, 55.6179008484]]"
564,JetBlue Airways,2082,6813,"('JFK', 'CTG')",0.000669041850693253,"[[-73.77890015, 40.63980103], [-75.513, 10.4424]]"
565,Hainan Airlines Company Limited,7529,0,"('JFK', 'CTU')",0.0010402922559338006,"[[-73.77890015, 40.63980103], [103.946998596, 30.5785007477]]"
566,JetBlue Airways,1981,4059,"('JFK', 'CUR')",0.0008801782926077021,"[[-73.77890015, 40.63980103], [-68.959801, 12.1889]]"
567,JetBlue Airways,1588,258,"('JFK', 'CZM')",0.0005389320851404564,"[[-73.77890015, 40.63980103], [-86.9255981445, 20.5223999023]]"
568,National Aviation Company of India Limited d/b/a Air India,7318,0,"('JFK', 'DEL')",0.0010799065605637675,"[[-73.77890015, 40.63980103], [77.1031036377, 28.5664997101]]"
569,Qatar Airways (Q.C.S.C),6703,0,"('JFK', 'DOH')",0.000499903488333857,"[[-73.77890015, 40.63980103], [51.608056, 25.273056]]"
570,Lufthansa German Airlines,3749,0,"('JFK', 'DUS')",0.0006186720061225998,"[[-73.77890015, 40.63980103], [6.7667798996, 51.2895011902]]"
571,Emirates,6849,0,"('JFK', 'DXB')",0.0005264788227764063,"[[-73.77890015, 40.63980103], [55.3643989563, 25.2527999878]]"
572,Comlux Aruba NV,6494,0,"('JFK', 'DYU')",0.0023894862604540022,"[[-73.77890015, 40.63980103], [68.8249969482, 38.5433006287]]"
573,Luxaviation S A,3443,0,"('JFK', 'FAB')",0.0008900703788545305,"[[-73.77890015, 40.63980103], [-0.776332974434, 51.2757987976]]"
574,Norwegian Air International Ltd.,1952,0,"('JFK', 'FDF')",0.000856008189395463,"[[-73.77890015, 40.63980103], [-61.003200531, 14.5909996033]]"
575,"Xiamen Airlines Co., Ltd.",7769,0,"('JFK', 'FOC')",0.0023894862604540022,"[[-73.77890015, 40.63980103], [119.663002014, 25.9351005554]]"
576,JetBlue Airways,1538,5874,"('JFK', 'GCM')",0.0008840610923620989,"[[-73.77890015, 40.63980103], [-81.3576965332, 19.2928009033]]"
577,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),2222,0,"('JFK', 'GDL')",0.0013259789011781976,"[[-73.77890015, 40.63980103], [-103.310997009, 20.5217990875]]"
578,Caribbean Airlines Limited,2539,0,"('JFK', 'GEO')",0.0009412844750635256,"[[-73.77890015, 40.63980103], [-58.2541007996, 6.4985499382]]"
579,American Airlines Inc.,4786,17435,"('JFK', 'GIG')",0.0005538246434948479,"[[-73.77890015, 40.63980103], [-43.2505569458, -22.8099994659]]"
580,Delta Air Lines Inc.,3216,11789,"('JFK', 'GLA')",0.000802818491527998,"[[-73.77890015, 40.63980103], [-4.43306016922, 55.8718986511]]"
581,JetBlue Airways,2102,7344,"('JFK', 'GND')",0.0007529200260153627,"[[-73.77890015, 40.63980103], [-61.7862014771, 12.0041999817]]"
582,Swiss International Airlines,3864,0,"('JFK', 'GVA')",0.0006721314415616037,"[[-73.77890015, 40.63980103], [6.10895013809, 46.2380981445]]"
583,Azerbaijan Airlines CJSC,5831,0,"('JFK', 'GYD')",0.0009258589465994825,"[[-73.77890015, 40.63980103], [50.0466995239, 40.4674987793]]"
584,Lan Ecuador,2970,0,"('JFK', 'GYE')",0.0006651089185927751,"[[-73.77890015, 40.63980103], [-79.8835983276, -2.15741991997]]"
585,JetBlue Airways,1316,6222,"('JFK', 'HAV')",0.000904372631760249,"[[-73.77890015, 40.63980103], [-82.4091033936, 22.989200592]]"
586,Finnair Oy,4117,0,"('JFK', 'HEL')",0.0007353531986768847,"[[-73.77890015, 40.63980103], [24.963300705, 60.317199707]]"
587,Japan Air Lines Co. Ltd.,6772,0,"('JFK', 'HND')",0.0008488103008784286,"[[-73.77890015, 40.63980103], [139.779998779, 35.5522994995]]"
588,Korean Air Lines Co. Ltd.,6906,0,"('JFK', 'ICN')",0.001251923580555352,"[[-73.77890015, 40.63980103], [126.450996399, 37.4691009521]]"
589,Turk Hava Yollari A.O.,5016,0,"('JFK', 'IST')",0.0005088736525092717,"[[-73.77890015, 40.63980103], [28.8145999908, 40.9768981934]]"
590,Air Atlanta Icelandic,6365,0,"('JFK', 'JED')",0.0009337319812820666,"[[-73.77890015, 40.63980103], [39.15650177, 21.679599762]]"
591,Cathay Pacific Airways Ltd.,6946,0,"('JFK', 'KIX')",0.001388579421286982,"[[-73.77890015, 40.63980103], [135.244003296, 34.4272994995]]"
592,British Airways Plc,3472,0,"('JFK', 'LCY')",0.0014821227690502306,"[[-73.77890015, 40.63980103], [0.055278, 51.505299]]"
593,AeroLogic GmbH,3961,0,"('JFK', 'LEJ')",0.00059464576797258,"[[-73.77890015, 40.63980103], [12.2416000366, 51.4323997498]]"
594,Delta Air Lines Inc.,3452,33615,"('JFK', 'LHR')",0.0007120394163506437,"[[-73.77890015, 40.63980103], [-0.461941, 51.4706]]"
595,International Jet Management GmbH,3447,0,"('JFK', 'LTN')",0.0010551963608508028,"[[-73.77890015, 40.63980103], [0.0, 0.0]]"
596,Cathay Pacific Airways Ltd.,8083,0,"('JFK', 'MFM')",0.0010550769696407842,"[[-73.77890015, 40.63980103], [113.592002869, 22.1495990753]]"
597,Delta Air Lines Inc.,1648,298,"('JFK', 'MID')",0.0008033166635255943,"[[-73.77890015, 40.63980103], [-89.657699585, 20.9370002747]]"
598,American Airlines Inc.,5314,698,"('JFK', 'MVD')",0.0006616786699891205,"[[-73.77890015, 40.63980103], [-56.0307998657, -34.8384017944]]"
599,American Airlines Inc.,3995,14902,"('JFK', 'MXP')",0.0006028959546025854,"[[-73.77890015, 40.63980103], [8.72811031342, 45.6305999756]]"
600,Air Atlanta Icelandic,3437,0,"('JFK', 'SID')",0.0021514551499356434,"[[-73.77890015, 40.63980103], [-22.9493999481, 16.741399765]]"
601,Norwegian Air UK Limited,3471,0,"('JFK', 'STN')",0.0005713333964623065,"[[-73.77890015, 40.63980103], [0.234999999404, 51.8849983215]]"
602,Kalitta Air LLC,3729,459,"('JFK', 'TLS')",0.0010336904134626344,"[[-73.77890015, 40.63980103], [1.36381995678, 43.6291007996]]"
603,VistaJet Limited,5781,0,"('JFK', 'TSE')",0.0023894862604540022,"[[-73.77890015, 40.63980103], [71.4669036865, 51.0222015381]]"
604,Delta Air Lines Inc.,2449,6039,"('JFK', 'YVR')",0.005649916127326746,"[[-73.77890015, 40.63980103], [-123.183998108, 49.193901062]]"
605,Delta Air Lines Inc.,8170,1002,"('JNB', 'MCO')",0.0006388327925418511,"[[28.246, -26.1392], [-81.3089981079, 28.4293994904]]"
606,Luxaviation S A,2486,0,"('KEF', 'BDL')",0.0002850820221367137,"[[-22.6056003571, 63.9850006104], [-72.6831970215, 41.9388999939]]"
607,WOW Air ehf,2762,0,"('KEF', 'BWI')",0.00039438076528043316,"[[-22.6056003571, 63.9850006104], [-76.66829681, 39.17539978]]"
608,WOW Air ehf,2791,0,"('KEF', 'CLE')",0.0003034528439074225,"[[-22.6056003571, 63.9850006104], [-81.8498001099, 41.4117012024]]"
609,Icelandair,3568,0,"('KEF', 'DEN')",0.0003532318059770836,"[[-22.6056003571, 63.9850006104], [-104.672996521, 39.8616981506]]"
610,Volga-Dnepr Airlines,3329,0,"('KEF', 'HSV')",0.0003819193689675664,"[[-22.6056003571, 63.9850006104], [-86.775100708, 34.6371994019]]"
611,Volga-Dnepr Airlines,4093,0,"('KEF', 'LAS')",0.0004173889266373028,"[[-22.6056003571, 63.9850006104], [-115.1520004, 36.08010101]]"
612,Swiss Air Ambulance,2950,0,"('KEF', 'MDW')",0.00048073094576090786,"[[-22.6056003571, 63.9850006104], [-87.7524032593, 41.7859992981]]"
613,Volga-Dnepr Airlines,3595,0,"('KEF', 'PAE')",0.0007959179489679391,"[[-22.6056003571, 63.9850006104], [-122.2819977, 47.90629959]]"
614,Acropolis Aviation Ltd.,4300,0,"('KEF', 'VNY')",0.00028879151938980617,"[[-22.6056003571, 63.9850006104], [-118.489997864, 34.2098007202]]"
615,Kenmore Air Harbor,82,150,"('KEH', 'YBW')",0.00030977014252758507,"[[-122.259002686, 47.7547988892], [-123.233001709, 48.75]]"
616,Kenmore Air Harbor,123,80,"('KEH', 'ZNA')",0.0005208550731326524,"[[-122.259002686, 47.7547988892], [-123.949996948, 49.1833000183]]"
617,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1351,213,"('KIN', 'AEX')",0.0001349678884277888,"[[-76.7874984741, 17.9356994629], [-92.5497970581, 31.3274002075]]"
618,Delta Air Lines Inc.,1134,249,"('KIN', 'CAE')",0.0001748419454902029,"[[-76.7874984741, 17.9356994629], [-81.1194992065, 33.9388008118]]"
619,Federal Express Corporation,6773,794,"('KIX', 'LIT')",0.0005203778053891172,"[[135.244003296, 34.4272994995], [-92.2242965698, 34.7294006348]]"
620,Federal Express Corporation,5416,8687,"('KIX', 'OAK')",0.0002471825244354434,"[[135.244003296, 34.4272994995], [-122.221000671, 37.7212982178]]"
621,VistaJet Limited,5728,0,"('KIX', 'VNY')",0.00030143024535404615,"[[135.244003296, 34.4272994995], [-118.489997864, 34.2098007202]]"
622,Scott Air LLC dba Island Air Express,138,43,"('KLW', 'YPR')",0.0023894862604540022,"[[-133.076004028, 55.5792007446], [-130.445007324, 54.2860984802]]"
623,Norwegian Air Shuttle ASA,5316,0,"('LAS', 'ARN')",0.0002417968643627534,"[[-115.1520004, 36.08010101], [17.9186000824, 59.6519012451]]"
624,Chartright Air Inc.,2869,0,"('LAS', 'BDA')",0.0004447375399974097,"[[-115.1520004, 36.08010101], [-64.6787033081, 32.3639984131]]"
625,Eurowings GmbH,5499,0,"('LAS', 'CGN')",0.00024401424112880784,"[[-115.1520004, 36.08010101], [7.1427397728, 50.8658981323]]"
626,Norwegian Air Shuttle ASA,5410,0,"('LAS', 'CPH')",0.00020337793157208315,"[[-115.1520004, 36.08010101], [12.6560001373, 55.6179008484]]"
627,Thomas Cook Airlines Uk Ltd.,4912,0,"('LAS', 'GLA')",0.00035399627043396063,"[[-115.1520004, 36.08010101], [-4.43306016922, 55.8718986511]]"
628,Transportes Aeros Meridiona,6070,0,"('LAS', 'GRU')",0.0001989117510216354,"[[-115.1520004, 36.08010101], [-46.4730567932, -23.4355564117]]"
629,VistaJet Limited,6244,0,"('LAS', 'NAP')",0.0007906519584688254,"[[-115.1520004, 36.08010101], [14.2908000946, 40.8860015869]]"
630,Condor Flugdienst,8823,0,"('LAS', 'SIN')",0.0005208364627715314,"[[-115.1520004, 36.08010101], [103.994003, 1.35019]]"
631,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),1656,0,"('LAX', 'ACA')",0.0007292591779496816,"[[-118.4079971, 33.94250107], [-99.7539978027, 16.7570991516]]"
632,Ethiopian Airlines,9100,0,"('LAX', 'ADD')",0.0008038937187878513,"[[-118.4079971, 33.94250107], [38.7993011475, 8.97789001465]]"
633,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),1293,0,"('LAX', 'AGU')",0.0016815182426844913,"[[-118.4079971, 33.94250107], [-102.318000793, 21.7056007385]]"
634,American Airlines Inc.,6504,24754,"('LAX', 'AKL')",0.0038003294311275792,"[[-118.4079971, 33.94250107], [174.792007446, -37.0080986023]]"
635,Delta Air Lines Inc.,5578,5027,"('LAX', 'AMS')",0.0010107816750522588,"[[-118.4079971, 33.94250107], [4.76388978958, 52.3086013794]]"
636,Scandinavian Airlines Sys.,5521,0,"('LAX', 'ARN')",0.0008534869002238495,"[[-118.4079971, 33.94250107], [17.9186000824, 59.6519012451]]"
637,Etihad Airways,8384,0,"('LAX', 'AUH')",0.0007029318734564198,"[[-118.4079971, 33.94250107], [54.6511001587, 24.4330005646]]"
638,Iberia Air Lines Of Spain,6025,0,"('LAX', 'BCN')",0.0008445474376112071,"[[-118.4079971, 33.94250107], [2.0784599781, 41.2971000671]]"
639,SkyWest Airlines Inc.,1366,11629,"('LAX', 'BJX')",0.0011287717232551524,"[[-118.4079971, 33.94250107], [-101.481002808, 20.9934997559]]"
640,Virgin Blue International Airlines t/a V Australia,7161,0,"('LAX', 'BNE')",0.0020233686907986754,"[[-118.4079971, 33.94250107], [153.117004395, -27.3841991425]]"
641,Aerovias Nacl De Colombia,3478,0,"('LAX', 'BOG')",0.0009371212048323955,"[[-118.4079971, 33.94250107], [-74.1469, 4.70159]]"
642,Singapore Airlines Ltd.,5639,0,"('LAX', 'BRU')",0.0008668559444500943,"[[-118.4079971, 33.94250107], [4.48443984985, 50.9014015198]]"
643,Delta Air Lines Inc.,2177,1370,"('LAX', 'BZE')",0.000828661233457133,"[[-118.4079971, 33.94250107], [-88.3081970215, 17.539100647]]"
644,China Southern Airlines,7231,0,"('LAX', 'CAN')",0.0009488528313731348,"[[-118.4079971, 33.94250107], [113.299003601, 23.3924007416]]"
645,Delta Air Lines Inc.,5670,3865,"('LAX', 'CDG')",0.0009159444555606473,"[[-118.4079971, 33.94250107], [2.54999995232, 49.0127983093]]"
646,VistaJet Limited,6366,0,"('LAX', 'CIA')",0.0011109142701513659,"[[-118.4079971, 33.94250107], [12.5949001312, 41.7994003296]]"
647,Hainan Airlines Company Limited,7159,0,"('LAX', 'CKG')",0.0012074359260110619,"[[-118.4079971, 33.94250107], [106.641998291, 29.7192001343]]"
648,Norwegian Air Shuttle ASA,5624,0,"('LAX', 'CPH')",0.0007586666300046672,"[[-118.4079971, 33.94250107], [12.6560001373, 55.6179008484]]"
649,Philippine Airlines Inc.,7296,0,"('LAX', 'CRK')",0.001831194833127399,"[[-118.4079971, 33.94250107], [120.559997559, 15.1859998703]]"
650,Hainan Airlines Company Limited,6989,0,"('LAX', 'CSX')",0.002389486260454003,"[[-118.4079971, 33.94250107], [113.220001221, 28.1891994476]]"
651,Hainan Airlines Company Limited,7208,0,"('LAX', 'CTU')",0.000904905928518999,"[[-118.4079971, 33.94250107], [103.946998596, 30.5785007477]]"
652,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),1076,0,"('LAX', 'DGO')",0.0018111813515546366,"[[-118.4079971, 33.94250107], [-104.527999878, 24.1242008209]]"
653,Qatar Airways (Q.C.S.C),8302,0,"('LAX', 'DOH')",0.0006727948298068305,"[[-118.4079971, 33.94250107], [51.608056, 25.273056]]"
654,Aer Lingus Plc,5181,0,"('LAX', 'DUB')",0.0013272967483728736,"[[-118.4079971, 33.94250107], [-6.27007007599, 53.4212989807]]"
655,Emirates,8334,0,"('LAX', 'DXB')",0.0006079335547979453,"[[-118.4079971, 33.94250107], [55.3643989563, 25.2527999878]]"
656,VistaJet Limited,5165,0,"('LAX', 'EDI')",0.0007715574827550783,"[[-118.4079971, 33.94250107], [-3.37249994278, 55.9500007629]]"
657,VistaJet Limited,5455,0,"('LAX', 'FAB')",0.0011338865662058573,"[[-118.4079971, 33.94250107], [-0.776332974434, 51.2757987976]]"
658,Norwegian Air Shuttle ASA,6354,0,"('LAX', 'FCO')",0.0008035305297915367,"[[-118.4079971, 33.94250107], [12.2508001328, 41.8045005798]]"
659,Lufthansa German Airlines,5806,0,"('LAX', 'FRA')",0.0011819848575840889,"[[-118.4079971, 33.94250107], [8.54313, 50.026402]]"
660,Japan Air Lines Co. Ltd.,5995,0,"('LAX', 'FUK')",0.002031186327336777,"[[-118.4079971, 33.94250107], [130.451004028, 33.585899353]]"
661,Alaska Airlines Inc.,1307,5741,"('LAX', 'GDL')",0.0013843076045930072,"[[-118.4079971, 33.94250107], [-103.310997009, 20.5217990875]]"
