,carrier,distance,travel_time,segment,betweenness,shape
1618,London Air Services Limited,190,0,"('YLW', 'MWH')",0.00027436277539552004,"[[-119.377998352, 49.9561004639], [-119.3199997, 47.20769882]]"
1619,"Jet Aviation Flight Services, Inc.",1190,189,"('YLW', 'SCF')",0.0005004130654364028,"[[-119.377998352, 49.9561004639], [-111.911003113, 33.6228981018]]"
1620,Nolinor Aviation,867,0,"('YMX', 'MYR')",0.0004347922428810438,"[[-74.0386962891, 45.6795005798], [-78.9282989502, 33.6796989441]]"
1621,SkyWest Airlines Inc.,323,102,"('YOW', 'ABE')",0.0005659474907875181,"[[-75.6691970825, 45.3224983215], [-75.4408035278, 40.6520996094]]"
1622,Piedmont Airlines,275,207,"('YOW', 'AVP')",0.0005659474907875188,"[[-75.6691970825, 45.3224983215], [-75.7233963013, 41.3385009766]]"
1623,Republic Airline,277,140,"('YOW', 'BDL')",0.0002788609934304908,"[[-75.6691970825, 45.3224983215], [-72.6831970215, 41.9388999939]]"
1624,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",294,69,"('YOW', 'BED')",0.00033671879373198396,"[[-75.6691970825, 45.3224983215], [-71.28900146, 42.47000122]]"
1625,Air Canada,857,0,"('YOW', 'BNA')",0.00029022551253901185,"[[-75.6691970825, 45.3224983215], [-86.6781997681, 36.1245002747]]"
1626,Piedmont Airlines,427,115,"('YOW', 'BWI')",0.0003941332890823022,"[[-75.6691970825, 45.3224983215], [-76.66829681, 39.17539978]]"
1627,Air Canada,520,0,"('YOW', 'CMH')",0.0002867899520777753,"[[-75.6691970825, 45.3224983215], [-82.8918991089, 39.9980010986]]"
1628,Jazz Aviation LP,452,0,"('YOW', 'DCA')",0.00040529144401414994,"[[-75.6691970825, 45.3224983215], [-77.0376968384, 38.8521003723]]"
1629,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",337,84,"('YOW', 'FRG')",0.0005226235018418253,"[[-75.6691970825, 45.3224983215], [-73.4133987427, 40.7288017273]]"
1630,Nolinor Aviation,1342,0,"('YOW', 'FXE')",0.0003533226447106177,"[[-75.6691970825, 45.3224983215], [-80.1707000732, 26.1972999573]]"
1631,ExpressJet Airlines Inc.,518,122,"('YOW', 'GRR')",0.0009569293473110496,"[[-75.6691970825, 45.3224983215], [-85.52279663, 42.88079834]]"
1632,Jazz Aviation LP,866,0,"('YOW', 'INL')",0.0006275584923336301,"[[-75.6691970825, 45.3224983215], [-93.4030990601, 48.5662002563]]"
1633,Air Transat,2145,0,"('YOW', 'LAS')",0.00044464952503195355,"[[-75.6691970825, 45.3224983215], [-115.1520004, 36.08010101]]"
1634,Endeavor Air Inc.,327,1991,"('YOW', 'LGA')",0.0003169495956455937,"[[-75.6691970825, 45.3224983215], [-73.87259674, 40.77719879]]"
1635,Piedmont Airlines,358,106,"('YOW', 'MDT')",0.00038563477738791407,"[[-75.6691970825, 45.3224983215], [-76.7633972168, 40.1935005188]]"
1636,Bradley Air Services Ltd.,629,0,"('YOW', 'MKE')",0.00024265556059943725,"[[-75.6691970825, 45.3224983215], [-87.8965988159, 42.9472007751]]"
1637,"Porter Airlines, Inc.",1218,0,"('YOW', 'MLB')",0.00039954072427594373,"[[-75.6691970825, 45.3224983215], [-80.6453018188, 28.1028003693]]"
1638,ExpressJet Airlines Inc.,694,219,"('YOW', 'MSN')",0.0006079812098758864,"[[-75.6691970825, 45.3224983215], [-89.3375015259, 43.1399002075]]"
1639,Bradley Air Services Ltd.,1308,0,"('YOW', 'PBI')",0.0008351081356371634,"[[-75.6691970825, 45.3224983215], [-80.0955963135, 26.6832008362]]"
1640,Nolinor Aviation,913,0,"('YOW', 'PDK')",0.000601305415449135,"[[-75.6691970825, 45.3224983215], [-84.3020019531, 33.8755989075]]"
1641,Cargojet Airways Ltd.,2089,0,"('YOW', 'PHX')",0.0005897857537030511,"[[-75.6691970825, 45.3224983215], [-112.012001038, 33.434299469]]"
1642,VistaJet Limited,2291,0,"('YOW', 'PSP')",0.0010091622017596494,"[[-75.6691970825, 45.3224983215], [-116.507003784, 33.82970047]]"
1643,Air Canada,672,0,"('YOW', 'RDU')",0.0002640207561028305,"[[-75.6691970825, 45.3224983215], [-78.7874984741, 35.8776016235]]"
1644,Trans States Airlines,546,177,"('YOW', 'RIC')",0.0003105790570161826,"[[-75.6691970825, 45.3224983215], [-77.3197021484, 37.5051994324]]"
1645,Westjet,1338,0,"('YOW', 'RSW')",0.0003449787630225248,"[[-75.6691970825, 45.3224983215], [-81.7552032471, 26.5361995697]]"
1646,ExpressJet Airlines Inc.,590,134,"('YOW', 'SBN')",0.001219234053467994,"[[-75.6691970825, 45.3224983215], [-86.3172988892, 41.7086982727]]"
1647,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",880,134,"('YOW', 'STL')",0.0002463704451799011,"[[-75.6691970825, 45.3224983215], [-90.3700027466, 38.7486991882]]"
1648,Scott Air LLC dba Island Air Express,90,184,"('YPR', 'KTN')",0.004773256046600698,"[[-130.445007324, 54.2860984802], [-131.7140045, 55.35559845]]"
1649,Chartright Air Inc.,1061,0,"('YQB', 'CHS')",0.00025530257277302264,"[[-71.393303, 46.7911], [-80.04049683, 32.89860153]]"
1650,ExpressJet Airlines Inc.,639,199,"('YQB', 'CLE')",0.00013488661553265994,"[[-71.393303, 46.7911], [-81.8498001099, 41.4117012024]]"
1651,Tradewind Aviation,431,96,"('YQB', 'FRG')",0.00020753479564461985,"[[-71.393303, 46.7911], [-73.4133987427, 40.7288017273]]"
1652,Tradewind Aviation,378,96,"('YQB', 'GON')",0.00043054500200474864,"[[-71.393303, 46.7911], [-72.0450973511, 41.3301010132]]"
1653,Tradewind Aviation,412,84,"('YQB', 'HPN')",0.0003591231358186213,"[[-71.393303, 46.7911], [-73.7076034546, 41.0670013428]]"
1654,Nolinor Aviation,880,0,"('YQB', 'MDW')",0.00024074031337193612,"[[-71.393303, 46.7911], [-87.7524032593, 41.7859992981]]"
1655,Sun Country Airlines d/b/a MN Airlines,1538,254,"('YQB', 'MSY')",0.00013657037114113855,"[[-71.393303, 46.7911], [-90.2580032349, 29.9934005737]]"
1656,"Jet Aviation Flight Services, Inc.",469,93,"('YQG', 'BNA')",0.0002666498138796713,"[[-82.9555969238, 42.2756004333], [-86.6781997681, 36.1245002747]]"
1657,"Porter Airlines, Inc.",986,0,"('YQG', 'MLB')",0.00020040720240856622,"[[-82.9555969238, 42.2756004333], [-80.6453018188, 28.1028003693]]"
1658,Chartright Air Inc.,1087,0,"('YQG', 'PBI')",0.0004903879005406603,"[[-82.9555969238, 42.2756004333], [-80.0955963135, 26.6832008362]]"
1659,Amerijet International,65,40,"('YQG', 'TOL')",0.0005840453062055198,"[[-82.9555969238, 42.2756004333], [-83.80780029, 41.58679962]]"
1660,Chartright Air Inc.,527,0,"('YQR', 'CPR')",0.00014728875830995663,"[[-104.666000366, 50.4319000244], [-106.4639969, 42.90800095]]"
1661,Westjet,1231,0,"('YQR', 'PHX')",0.0002581403705262992,"[[-104.666000366, 50.4319000244], [-112.012001038, 33.434299469]]"
1662,Chartright Air Inc.,1217,0,"('YQR', 'SCF')",0.0001665698333327034,"[[-104.666000366, 50.4319000244], [-111.911003113, 33.6228981018]]"
1663,Chartright Air Inc.,660,0,"('YQR', 'STP')",0.00022906061252689726,"[[-104.666000366, 50.4319000244], [-93.0599975586, 44.9345016479]]"
1664,Chartright Air Inc.,1076,0,"('YQR', 'TUL')",0.00013864457486652496,"[[-104.666000366, 50.4319000244], [-95.8880996704, 36.1983985901]]"
1665,"Porter Airlines, Inc.",1073,0,"('YTZ', 'MLB')",0.0002055524464819007,"[[-79.396202, 43.627499], [-80.6453018188, 28.1028003693]]"
1666,"Porter Airlines, Inc.",687,0,"('YTZ', 'MYR')",0.00023773104201429453,"[[-79.396202, 43.627499], [-78.9282989502, 33.6796989441]]"
1667,ExpressJet Airlines Inc.,344,122,"('YUL', 'ABE')",0.0008013047772056079,"[[-73.7407989502, 45.4706001282], [-75.4408035278, 40.6520996094]]"
1668,"Jet Aviation Flight Services, Inc.",1864,270,"('YUL', 'ABQ')",0.0011129476596480733,"[[-73.7407989502, 45.4706001282], [-106.60900116, 35.0401992798]]"
1669,Envoy Air,1521,288,"('YUL', 'AFW')",0.001116221918879239,"[[-73.7407989502, 45.4706001282], [-97.3188018799, 32.9875984192]]"
1670,ExpressJet Airlines Inc.,730,208,"('YUL', 'ATW')",0.002389486260454002,"[[-73.7407989502, 45.4706001282], [-88.5190963745, 44.2580986023]]"
1671,Piedmont Airlines,302,277,"('YUL', 'AVP')",0.0008013047772056059,"[[-73.7407989502, 45.4706001282], [-75.7233963013, 41.3385009766]]"
1672,Jazz Aviation LP,249,0,"('YUL', 'BDL')",0.0004886378938945346,"[[-73.7407989502, 45.4706001282], [-72.6831970215, 41.9388999939]]"
1673,Envoy Air,934,176,"('YUL', 'BNA')",0.0005424896104949102,"[[-73.7407989502, 45.4706001282], [-86.6781997681, 36.1245002747]]"
1674,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1796,273,"('YUL', 'BZN')",0.0007193187973487901,"[[-73.7407989502, 45.4706001282], [-111.1529999, 45.77750015]]"
1675,GoJet Airlines LLC d/b/a United Express,500,146,"('YUL', 'CAK')",0.0008434545841042589,"[[-73.7407989502, 45.4706001282], [-81.442199707, 40.9160995483]]"
1676,SkyWest Airlines Inc.,495,154,"('YUL', 'CLE')",0.0004927109213770379,"[[-73.7407989502, 45.4706001282], [-81.8498001099, 41.4117012024]]"
1677,Republic Airline,803,5015,"('YUL', 'CLT')",0.000798157238415567,"[[-73.7407989502, 45.4706001282], [-80.9430999756, 35.2140007019]]"
1678,Nolinor Aviation,599,0,"('YUL', 'CMH')",0.00048075559629390935,"[[-73.7407989502, 45.4706001282], [-82.8918991089, 39.9980010986]]"
1679,Sky Regional Airlines Inc.,1644,0,"('YUL', 'COS')",0.0007876030522579005,"[[-73.7407989502, 45.4706001282], [-104.700996399, 38.8058013916]]"
1680,Air Canada,967,0,"('YUL', 'CPS')",0.001062246297643826,"[[-73.7407989502, 45.4706001282], [-90.1561965942, 38.5707015991]]"
1681,"Jet Aviation Flight Services, Inc.",1507,238,"('YUL', 'DAL')",0.0006220682680072679,"[[-73.7407989502, 45.4706001282], [-96.8517990112, 32.8470993042]]"
1682,Chartright Air Inc.,657,0,"('YUL', 'DAY')",0.0006628795304337068,"[[-73.7407989502, 45.4706001282], [-84.2193984985, 39.9024009705]]"
1683,Jazz Aviation LP,487,0,"('YUL', 'DCA')",0.0006262779451396912,"[[-73.7407989502, 45.4706001282], [-77.0376968384, 38.8521003723]]"
1684,Sky Regional Airlines Inc.,1612,0,"('YUL', 'DEN')",0.0007612614603468216,"[[-73.7407989502, 45.4706001282], [-104.672996521, 39.8616981506]]"
1685,Nolinor Aviation,1107,0,"('YUL', 'FAR')",0.0009253297365865513,"[[-73.7407989502, 45.4706001282], [-96.8158035278, 46.9207000732]]"
1686,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",328,82,"('YUL', 'FRG')",0.0008930740371725959,"[[-73.7407989502, 45.4706001282], [-73.4133987427, 40.7288017273]]"
1687,Trans States Airlines,611,161,"('YUL', 'GRR')",0.0014476880753553948,"[[-73.7407989502, 45.4706001282], [-85.52279663, 42.88079834]]"
1688,"Jet Aviation Flight Services, Inc.",1600,525,"('YUL', 'HOU')",0.0007481623026110745,"[[-73.7407989502, 45.4706001282], [-95.27890015, 29.64539909]]"
1689,Tradewind Aviation,304,66,"('YUL', 'HPN')",0.0017015387112341916,"[[-73.7407989502, 45.4706001282], [-73.7076034546, 41.0670013428]]"
1690,Jazz Aviation LP,950,0,"('YUL', 'INL')",0.0008913681830912131,"[[-73.7407989502, 45.4706001282], [-93.4030990601, 48.5662002563]]"
1691,Air Canada rouge LP,2239,0,"('YUL', 'LAS')",0.0009483626628963673,"[[-73.7407989502, 45.4706001282], [-115.1520004, 36.08010101]]"
1692,Sky Regional Airlines Inc.,1384,0,"('YUL', 'LBF')",0.0010416520450343854,"[[-73.7407989502, 45.4706001282], [-100.6839981, 41.12620163]]"
1693,Endeavor Air Inc.,868,152,"('YUL', 'LSE')",0.0015070573210084642,"[[-73.7407989502, 45.4706001282], [-91.256699, 43.879002]]"
1694,"Jet Aviation Flight Services, Inc.",1256,214,"('YUL', 'MLB')",0.0006337835977515418,"[[-73.7407989502, 45.4706001282], [-80.6453018188, 28.1028003693]]"
1695,"Jet Aviation Flight Services, Inc.",324,82,"('YUL', 'MMU')",0.0009686349031378619,"[[-73.7407989502, 45.4706001282], [-74.4149017334, 40.7994003296]]"
1696,VistaJet Limited,2528,0,"('YUL', 'OAK')",0.000589031699319352,"[[-73.7407989502, 45.4706001282], [-122.221000671, 37.7212982178]]"
1697,Air Canada,1342,0,"('YUL', 'PBI')",0.0014804110063688012,"[[-73.7407989502, 45.4706001282], [-80.0955963135, 26.6832008362]]"
1698,Air Canada rouge LP,2184,0,"('YUL', 'PHX')",0.0011510169162807693,"[[-73.7407989502, 45.4706001282], [-112.012001038, 33.434299469]]"
1699,Nolinor Aviation,220,0,"('YUL', 'PSM')",0.003275635716207744,"[[-73.7407989502, 45.4706001282], [-70.8233032227, 43.0778999329]]"
1700,Gulf And Caribbean Cargo,519,84,"('YUL', 'PTK')",0.0010863394746540673,"[[-73.7407989502, 45.4706001282], [-83.4200973511, 42.6655006409]]"
1701,"Jet Aviation Flight Services, Inc.",284,76,"('YUL', 'PVD')",0.0007145947777636714,"[[-73.7407989502, 45.4706001282], [-71.4204025269, 41.7326011658]]"
1702,"Jet Aviation Flight Services, Inc.",744,136,"('YUL', 'PWK')",0.0013061012670905114,"[[-73.7407989502, 45.4706001282], [-87.901494, 42.114222]]"
1703,Republic Airline,799,214,"('YUL', 'RFD')",0.0005678105528881821,"[[-73.7407989502, 45.4706001282], [-89.0971984863, 42.195400238]]"
1704,Envoy Air,580,178,"('YUL', 'RIC')",0.0005065415649876311,"[[-73.7407989502, 45.4706001282], [-77.3197021484, 37.5051994324]]"
1705,Nolinor Aviation,254,0,"('YUL', 'ROC')",0.0006973037814039603,"[[-73.7407989502, 45.4706001282], [-77.6724014282, 43.1189002991]]"
1706,Air Canada,1379,0,"('YUL', 'RSW')",0.0006315153973111834,"[[-73.7407989502, 45.4706001282], [-81.7552032471, 26.5361995697]]"
1707,Air Canada,2539,0,"('YUL', 'SFO')",0.0018503168178264464,"[[-73.7407989502, 45.4706001282], [-122.375, 37.6189994812]]"
1708,Tradewind Aviation,319,78,"('YUL', 'TEB')",0.0033128687381340817,"[[-73.7407989502, 45.4706001282], [-74.060798645, 40.8501014709]]"
1709,Trans States Airlines,581,163,"('YUL', 'TVC')",0.002389486260454002,"[[-73.7407989502, 45.4706001282], [-85.5821990967, 44.7414016724]]"
1710,Chartright Air Inc.,856,0,"('YUL', 'TYS')",0.0010416520450343856,"[[-73.7407989502, 45.4706001282], [-83.9940033, 35.81100082]]"
1711,London Air Services Limited,2376,0,"('YVR', 'ALB')",0.0008809860017971071,"[[-123.183998108, 49.193901062], [-73.8016967773, 42.748298645]]"
1712,London Air Services Limited,1120,0,"('YVR', 'APA')",0.0010551233642286083,"[[-123.183998108, 49.193901062], [-104.848999, 39.57009888]]"
1713,United Air Lines Inc.,1871,366,"('YVR', 'AUS')",0.0015587710385723426,"[[-123.183998108, 49.193901062], [-97.6698989868, 30.1944999695]]"
1714,London Air Services Limited,40,0,"('YVR', 'BLI')",0.002218671480352802,"[[-123.183998108, 49.193901062], [-122.538002014, 48.7928009033]]"
1715,London Air Services Limited,511,0,"('YVR', 'BOI')",0.0006352318060417537,"[[-123.183998108, 49.193901062], [-116.2229996, 43.56439972]]"
1716,London Air Services Limited,610,0,"('YVR', 'BZN')",0.0007070524093279628,"[[-123.183998108, 49.193901062], [-111.1529999, 45.77750015]]"
1717,United Air Lines Inc.,1114,9750,"('YVR', 'DEN')",0.001115035250093853,"[[-123.183998108, 49.193901062], [-104.672996521, 39.8616981506]]"
1718,Flair Airlines Ltd.,1408,0,"('YVR', 'FAI')",0.0011132462167981576,"[[-123.183998108, 49.193901062], [-147.8560028, 64.81510162]]"
1719,London Air Services Limited,1225,0,"('YVR', 'FAR')",0.0010815121837228832,"[[-123.183998108, 49.193901062], [-96.8158035278, 46.9207000732]]"
1720,London Air Services Limited,1510,0,"('YVR', 'ICT')",0.0018154583591598193,"[[-123.183998108, 49.193901062], [-97.4330978394, 37.6498985291]]"
1721,Westjet,2724,0,"('YVR', 'KOA')",0.0011014633264392827,"[[-123.183998108, 49.193901062], [-156.046005249, 19.7388000488]]"
1722,Westjet,2724,0,"('YVR', 'LIH')",0.0023894862604540022,"[[-123.183998108, 49.193901062], [-159.339004517, 21.9759998322]]"
1723,Federal Express Corporation,1862,314,"('YVR', 'LIT')",0.0019062953491410792,"[[-123.183998108, 49.193901062], [-92.2242965698, 34.7294006348]]"
1724,Chartright Air Inc.,1733,0,"('YVR', 'MKE')",0.0006063070735116532,"[[-123.183998108, 49.193901062], [-87.8965988159, 42.9472007751]]"
1725,United Air Lines Inc.,1662,255,"('YVR', 'MSN')",0.000832047243467764,"[[-123.183998108, 49.193901062], [-89.3375015259, 43.1399002075]]"
1726,London Air Services Limited,225,0,"('YVR', 'MWH')",0.001883774588072481,"[[-123.183998108, 49.193901062], [-119.3199997, 47.20769882]]"
1727,Air Canada,794,0,"('YVR', 'OAK')",0.0007532030123730115,"[[-123.183998108, 49.193901062], [-122.221000671, 37.7212982178]]"
1728,Westjet,2673,0,"('YVR', 'OGG')",0.000936356248766223,"[[-123.183998108, 49.193901062], [-156.429992676, 20.8985996246]]"
1729,Horizon Air,251,4256,"('YVR', 'PDX')",0.0008159585179167646,"[[-123.183998108, 49.193901062], [-122.5979996, 45.58869934]]"
1730,American Airlines Inc.,1230,11713,"('YVR', 'PHX')",0.0013666423377436206,"[[-123.183998108, 49.193901062], [-112.012001038, 33.434299469]]"
1731,Westjet,1114,0,"('YVR', 'PSP')",0.0013166756691414547,"[[-123.183998108, 49.193901062], [-116.507003784, 33.82970047]]"
1732,London Air Services Limited,2404,0,"('YVR', 'RDU')",0.0008014581003300983,"[[-123.183998108, 49.193901062], [-78.7874984741, 35.8776016235]]"
1733,United Air Lines Inc.,1703,407,"('YVR', 'RFD')",0.0006757108644216953,"[[-123.183998108, 49.193901062], [-89.0971984863, 42.195400238]]"
1734,London Air Services Limited,1496,0,"('YVR', 'RST')",0.0007568805785296453,"[[-123.183998108, 49.193901062], [-92.5, 43.9082984924]]"
1735,Westjet,1177,0,"('YVR', 'SAN')",0.0010523648233727277,"[[-123.183998108, 49.193901062], [-117.190002441, 32.7336006165]]"
1736,London Air Services Limited,1221,0,"('YVR', 'SCF')",0.0008665197106750976,"[[-123.183998108, 49.193901062], [-111.911003113, 33.6228981018]]"
1737,Jazz Aviation LP,819,0,"('YVR', 'SJC')",0.0012226758280386456,"[[-123.183998108, 49.193901062], [-121.929000854, 37.3625984192]]"
1738,SkyWest Airlines Inc.,797,4254,"('YVR', 'SLC')",0.0006799132654892163,"[[-123.183998108, 49.193901062], [-111.977996826, 40.7883987427]]"
1739,Jazz Aviation LP,729,0,"('YVR', 'SMF')",0.000556341955327953,"[[-123.183998108, 49.193901062], [-121.591003418, 38.695400238]]"
1740,Westjet,1105,0,"('YVR', 'SNA')",0.0006853471553677827,"[[-123.183998108, 49.193901062], [-117.8679962, 33.67570114]]"
1741,Delta Air Lines Inc.,1338,202,"('YWG', 'BED')",0.0002616016703844585,"[[-97.2398986816, 49.9099998474], [-71.28900146, 42.47000122]]"
1742,Air Canada,857,0,"('YWG', 'CPS')",0.0005919463113005833,"[[-97.2398986816, 49.9099998474], [-90.1561965942, 38.5707015991]]"
1743,SkyWest Airlines Inc.,314,152,"('YWG', 'DLH')",0.000455865230836401,"[[-97.2398986816, 49.9099998474], [-92.1936035156, 46.8420982361]]"
1744,Federal Express Corporation,207,448,"('YWG', 'FAR')",0.0004198247911816762,"[[-97.2398986816, 49.9099998474], [-96.8158035278, 46.9207000732]]"
1745,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1315,175,"('YWG', 'FRG')",0.00042544341759578864,"[[-97.2398986816, 49.9099998474], [-73.4133987427, 40.7288017273]]"
1746,SkyWest Airlines Inc.,438,194,"('YWG', 'FSD')",0.0006731373330555258,"[[-97.2398986816, 49.9099998474], [-96.741897583, 43.5820007324]]"
1747,SkyWest Airlines Inc.,569,149,"('YWG', 'GRB')",0.00039682284860213893,"[[-97.2398986816, 49.9099998474], [-88.1296005249, 44.4850997925]]"
1748,SkyWest Airlines Inc.,740,167,"('YWG', 'GRR')",0.0007623917976351054,"[[-97.2398986816, 49.9099998474], [-85.52279663, 42.88079834]]"
1749,Sun Country Airlines d/b/a MN Airlines,1342,203,"('YWG', 'IFP')",0.0007849354399397512,"[[-97.2398986816, 49.9099998474], [-114.5599976, 35.15739822]]"
1750,Westjet,1311,0,"('YWG', 'LAS')",0.00031682745950653725,"[[-97.2398986816, 49.9099998474], [-115.1520004, 36.08010101]]"
1751,Air Canada,723,0,"('YWG', 'MDW')",0.00037052559991580705,"[[-97.2398986816, 49.9099998474], [-87.7524032593, 41.7859992981]]"
1752,SkyWest Airlines Inc.,655,194,"('YWG', 'MKE')",0.0001869988774481632,"[[-97.2398986816, 49.9099998474], [-87.8965988159, 42.9472007751]]"
1753,Westjet,1365,0,"('YWG', 'PHX')",0.00042671190662637535,"[[-97.2398986816, 49.9099998474], [-112.012001038, 33.434299469]]"
1754,Westjet,1481,0,"('YWG', 'PSP')",0.0007144153118972774,"[[-97.2398986816, 49.9099998474], [-116.507003784, 33.82970047]]"
1755,Air Canada,1340,0,"('YWG', 'RDU')",0.00020117328361976815,"[[-97.2398986816, 49.9099998474], [-78.7874984741, 35.8776016235]]"
1756,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1500,228,"('YWG', 'SJC')",0.00043328154554660815,"[[-97.2398986816, 49.9099998474], [-121.929000854, 37.3625984192]]"
1757,Delta Air Lines Inc.,952,144,"('YWG', 'SLC')",0.00023811716961663563,"[[-97.2398986816, 49.9099998474], [-111.977996826, 40.7883987427]]"
1758,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",842,132,"('YWG', 'STL')",0.00018554089942707976,"[[-97.2398986816, 49.9099998474], [-90.3700027466, 38.7486991882]]"
1759,Kenmore Air Harbor,73,7290,"('YWH', 'LKE')",0.00635421000984973,"[[-123.388867378, 48.4249858939], [-122.338996887, 47.6290016174]]"
1760,Kenmore Air Harbor,17,10,"('YWH', 'RCE')",0.000609661984874209,"[[-123.388867378, 48.4249858939], [-123.138999939, 48.6123008728]]"
1761,SkyWest Airlines Inc.,362,82,"('YXE', 'MOT')",0.0001640815353392426,"[[-106.699996948, 52.1707992554], [-101.279998779, 48.2593994141]]"
1762,Chartright Air Inc.,560,0,"('YXU', 'BNA')",0.00022498544339329786,"[[-81.1539, 43.035599], [-86.6781997681, 36.1245002747]]"
